m1a3;t3
695;1349
2072;2701
3447;4082
4813;5458
6124;6749
7455;8082
8791;9413
10131;10790
11480;12144
12829;13497
14195;14837
15611;16238
17055;17679
18507;19132
19910;20561
21314;21946
22721;23378
24128;24753
25525;26172
26912;27621
28260;28923
29587;30195
30905;31541
32271;32912
33677;34312
35099;35747
36510;37183
37936;38559
39399;40034
40868;41513
42321;42936
43738;44379
45133;45778
46497;47116
47873;48482
49265;49894
50650;51284
52035;52692
53443;54076
54866;55488
56297;56918
57746;58373
59123;59791
60524;61147
61958;62600
63410;64033
64828;65511
66217;66872
67612;68226
69003;69640
70404;71033
71799;72406
73187;73829
74560;75170
75942;76585
77378;78022
78803;79431
80196;80832
81617;82254
83025;83656
84439;85079
85856;86485
87247;87893
88632;89261
90028;90679
91481;92112
92896;93529
94270;94914
95657;96306
97066;97685
98508;99142
99931;1.006e+05
1.0129e+05;1.0196e+05
1.0268e+05;1.0332e+05
1.0406e+05;1.0467e+05
1.0545e+05;1.0607e+05
