m1a1;t1
546;1151
2164;2769
3793;4397
5492;6096
7245;7856
8919;9528
10554;11154
12231;12838
13966;14571
15740;16346
17510;18118
19216;19824
20853;21462
22493;23100
24130;24736
25793;26391
27489;28095
29207;29820
30817;31430
32419;33022
34051;34655
35746;36349
37499;38103
39220;39824
40978;41586
42708;43321
44300;44913
45886;46493
47483;48088
49068;49672
50697;51302
52361;52969
54042;54649
55743;56350
57339;57951
58903;59509
60443;61042
62022;62624
63692;64296
65370;65977
66971;67573
68473;69072
70008;70615
71507;72115
72977;73579
74442;75040
75940;76539
77505;78108
79149;79754
80784;81388
82400;83000
84002;84613
85473;86072
86916;87513
88347;88943
89824;90425
91435;92036
93243;93849
94897;95504
96476;97078
98064;98664
99683;1.0029e+05
1.0145e+05;1.0206e+05
1.0328e+05;1.0389e+05
1.0504e+05;1.0565e+05
1.0676e+05;1.0736e+05
1.0843e+05;0
